,Fall,Major Name,College,Total,Male,Female,Illinois,Non-Illinois
5759,2010,Food Science & Human Nutrition,ACES,111,8,95,96,9
5962,2011,Food Science & Human Nutrition,ACES,119,9,99,9,8
6174,2012,Food Science & Human Nutrition,ACES,129,7,96,96,8
6380,2013,Food Science & Human Nutrition,ACES,139,7,96,83,9
6589,2014,Food Science & Human Nutrition,ACES,151,7,84,9,9
6796,2015,Food Science & Human Nutrition,ACES,149,5,88,99,8
7003,2016,Food Science & Human Nutrition,ACES,142,9,90,91,8
7211,2017,Food Science & Human Nutrition,ACES,164,9,77,74,9
7424,2018,Food Science & Human Nutrition,ACES,135,4,97,88,8
68,1980,Forestry,ACES,103,80,6,15,6
254,1981,Forestry,ACES,96,73,5,96,4
441,1982,Forestry,ACES,59,45,6,58,2
633,1983,Forestry,ACES,59,6,3,9,6
828,1984,Forestry,ACES,56,38,6,54,6
1025,1985,Forestry,ACES,57,41,6,55,4
1221,1986,Forestry,ACES,50,9,5,50,4
1416,1987,Forestry,ACES,52,44,8,50,4
1609,1988,Forestry,ACES,44,9,8,7,5
1803,1989,Forestry,ACES,47,36,7,45,2
1997,1990,Forestry,ACES,48,34,5,8,12
2192,1991,Forestry,ACES,78,53,25,75,3
2382,1992,Forestry,ACES,101,64,37,94,7
2571,1993,Forestry,ACES,128,81,47,22,6
2760,1994,Forestry,ACES,161,79,82,25,6
2954,1995,Forestry,ACES,171,96,75,28,6
3144,1996,Forestry,ACES,149,78,71,20,8
3340,1997,Forestry,ACES,94,49,9,90,4
3543,1998,Forestry,ACES,25,3,7,3,0
3744,1999,Forestry,ACES,25,3,11,3,0
3940,2000,Forestry,ACES,24,3,5,3,1
4127,2001,Forestry,ACES,20,3,3,3,0
4311,2002,Forestry,ACES,16,5,3,5,0
4493,2003,Forestry,ACES,6,5,1,6,0
4674,2004,Forestry,ACES,4,3,1,4,0
4844,2005,Forestry,ACES,1,1,0,1,0
70,1980,GEN AGR,ACES,74,57,17,73,1
256,1981,GEN AGR,ACES,47,37,10,46,1
443,1982,GEN AGR,ACES,44,33,11,44,0
635,1983,GEN AGR,ACES,34,28,6,31,3
830,1984,GEN AGR,ACES,29,23,6,28,1
1027,1985,GEN AGR,ACES,32,23,9,32,0
1223,1986,GEN AGR,ACES,18,12,6,18,0
1418,1987,GEN AGR,ACES,13,8,5,11,2
1611,1988,GEN AGR,ACES,17,13,4,13,4
1805,1989,GEN AGR,ACES,23,18,5,19,4
1999,1990,GEN AGR,ACES,20,17,3,20,0
2194,1991,GEN AGR,ACES,23,18,5,22,1
2384,1992,GEN AGR,ACES,15,9,6,12,3
2573,1993,GEN AGR,ACES,14,12,2,13,1
2762,1994,GEN AGR,ACES,2,1,1,2,0
71,1980,GEN AGRIC,ACES,1,1,0,1,0
257,1981,GEN AGRIC,ACES,1,1,0,1,0
74,1980,GEN H ECON,ACES,5,0,5,4,1
260,1981,GEN H ECON,ACES,7,0,7,7,0
446,1982,GEN H ECON,ACES,15,0,15,15,0
638,1983,GEN H ECON,ACES,7,0,7,6,1
833,1984,GEN H ECON,ACES,11,0,11,10,1
1030,1985,GEN H ECON,ACES,10,0,10,10,0
1226,1986,GEN H ECON,ACES,12,0,12,12,0
1421,1987,GEN H ECON,ACES,7,0,7,7,0
1614,1988,GEN H ECON,ACES,3,0,3,3,0
1808,1989,GEN H ECON,ACES,5,0,5,5,0
2002,1990,GEN H ECON,ACES,12,0,12,12,0
2197,1991,GEN H ECON,ACES,12,0,12,12,0
2387,1992,GEN H ECON,ACES,6,0,6,6,0
2576,1993,GEN H ECON,ACES,1,0,1,1,0
2765,1994,GEN H ECON,ACES,1,0,1,1,0
80,1980,H DVL-FAM,ACES,36,0,36,35,1
266,1981,H DVL-FAM,ACES,40,1,39,39,1
452,1982,H DVL-FAM,ACES,70,5,65,70,0
644,1983,H DVL-FAM,ACES,82,3,79,80,2
839,1984,H DVL-FAM,ACES,80,4,76,80,0
1036,1985,H DVL-FAM,ACES,80,1,79,80,0
1232,1986,H DVL-FAM,ACES,90,3,87,88,2
1427,1987,H DVL-FAM,ACES,96,3,93,95,1
1620,1988,H DVL-FAM,ACES,82,3,79,81,1
1813,1989,H DVL-FAM,ACES,92,6,86,91,1
2007,1990,H DVL-FAM,ACES,107,8,99,104,3
2202,1991,H DVL-FAM,ACES,123,10,113,120,3
2392,1992,H DVL-FAM,ACES,155,15,140,153,2
2581,1993,H DVL-FAM,ACES,137,12,125,137,0
2770,1994,H DVL-FAM,ACES,161,15,146,157,4
2962,1995,H DVL-FAM,ACES,176,20,156,170,6
3152,1996,H DVL-FAM,ACES,165,13,152,159,6
3348,1997,H DVL-FAM,ACES,111,5,106,108,3
3551,1998,H DVL-FAM,ACES,66,4,62,66,0
3752,1999,H DVL-FAM,ACES,28,3,25,27,1
3948,2000,H DVL-FAM,ACES,1,0,1,1,0
4135,2001,H DVL-FAM,ACES,1,0,1,1,0
3552,1998,HDFS,ACES,1,0,1,1,0
3753,1999,HDFS,ACES,2,0,2,1,1
3349,1997,HDFS-CH&AD DEV,ACES,49,3,46,47,2
3553,1998,HDFS-CH&AD DEV,ACES,94,6,88,91,3
3754,1999,HDFS-CH&AD DEV,ACES,113,3,110,111,2
3949,2000,HDFS-CH&AD DEV,ACES,147,4,143,142,5
4136,2001,HDFS-CH&AD DEV,ACES,140,4,136,136,4
4319,2002,HDFS-CH&AD DEV,ACES,133,5,128,129,4
4501,2003,HDFS-CH&AD DEV,ACES,138,8,130,134,4
3350,1997,HDFS-FS,ACES,17,2,15,17,0
3554,1998,HDFS-FS,ACES,36,2,34,35,1
3755,1999,HDFS-FS,ACES,58,9,49,54,4
3950,2000,HDFS-FS,ACES,61,4,57,60,1
4137,2001,HDFS-FS,ACES,75,6,69,74,1
4320,2002,HDFS-FS,ACES,69,8,61,67,2
4502,2003,HDFS-FS,ACES,56,5,51,55,1
83,1980,HOME EC ED,ACES,1,0,1,0,1
84,1980,HOME ECON,ACES,171,0,171,167,4
269,1981,HOME ECON,ACES,151,0,151,147,4
456,1982,HOME ECON,ACES,41,0,41,39,2
648,1983,HOME ECON,ACES,3,0,3,3,0
843,1984,HOME ECON,ACES,1,0,1,1,0
1430,1987,HOME ECON,ACES,1,0,1,0,1
85,1980,HOME MGMT,ACES,2,0,2,2,0
270,1981,HOME MGMT,ACES,1,0,1,1,0
457,1982,HOME MGMT,ACES,9,0,9,9,0
3353,1997,HORT -- P&M,ACES,39,19,20,39,0
3557,1998,HORT -- P&M,ACES,58,27,31,58,0
3758,1999,HORT -- P&M,ACES,89,38,51,88,1
3953,2000,HORT -- P&M,ACES,102,45,57,101,1
4140,2001,HORT -- P&M,ACES,92,43,49,91,1
4323,2002,HORT -- P&M,ACES,65,25,40,65,0
4505,2003,HORT -- P&M,ACES,54,30,24,54,0
3354,1997,HORT--HORT SCI,ACES,7,3,4,7,0
3558,1998,HORT--HORT SCI,ACES,7,2,5,6,1
3759,1999,HORT--HORT SCI,ACES,6,4,2,5,1
3954,2000,HORT--HORT SCI,ACES,10,5,5,9,1
4141,2001,HORT--HORT SCI,ACES,10,5,5,9,1
4324,2002,HORT--HORT SCI,ACES,7,4,3,7,0
4506,2003,HORT--HORT SCI,ACES,5,2,3,5,0
87,1980,HR&FS A&ID,ACES,6,0,6,5,1
272,1981,HR&FS A&ID,ACES,3,0,3,2,1
459,1982,HR&FS A&ID,ACES,7,0,7,4,3
650,1983,HR&FS A&ID,ACES,10,1,9,6,4
845,1984,HR&FS A&ID,ACES,12,1,11,8,4
1041,1985,HR&FS A&ID,ACES,10,1,9,3,7
1237,1986,HR&FS A&ID,ACES,11,1,10,4,7
1432,1987,HR&FS A&ID,ACES,15,2,13,5,10
1623,1988,HR&FS A&ID,ACES,15,5,10,4,11
1816,1989,HR&FS A&ID,ACES,17,6,11,8,9
2010,1990,HR&FS A&ID,ACES,10,2,8,6,4
2205,1991,HR&FS A&ID,ACES,12,3,9,8,4
2395,1992,HR&FS A&ID,ACES,17,5,12,8,9
2584,1993,HR&FS A&ID,ACES,15,2,13,4,11
2773,1994,HR&FS A&ID,ACES,15,1,14,4,11
2965,1995,HR&FS A&ID,ACES,15,2,13,3,12
3156,1996,HR&FS A&ID,ACES,9,1,8,2,7
3355,1997,HR&FS A&ID,ACES,7,1,6,2,5
3559,1998,HR&FS A&ID,ACES,3,0,3,0,3
88,1980,HR&FS GEN,ACES,1,0,1,1,0
273,1981,HR&FS GEN,ACES,8,0,8,6,2
460,1982,HR&FS GEN,ACES,9,0,9,7,2
651,1983,HR&FS GEN,ACES,5,0,5,3,2
846,1984,HR&FS GEN,ACES,3,0,3,3,0
1042,1985,HR&FS GEN,ACES,6,0,6,6,0
1238,1986,HR&FS GEN,ACES,4,0,4,3,1
1433,1987,HR&FS GEN,ACES,3,0,3,3,0
1624,1988,HR&FS GEN,ACES,7,1,6,7,0
1817,1989,HR&FS GEN,ACES,9,2,7,6,3
2011,1990,HR&FS GEN,ACES,3,1,2,2,1
2206,1991,HR&FS GEN,ACES,3,0,3,2,1
89,1980,HU DEV&FAM,ACES,14,1,13,11,3
274,1981,HU DEV&FAM,ACES,13,0,13,10,3
461,1982,HU DEV&FAM,ACES,18,4,14,12,6
652,1983,HU DEV&FAM,ACES,28,5,23,21,7
847,1984,HU DEV&FAM,ACES,27,4,23,16,11
1043,1985,HU DEV&FAM,ACES,18,1,17,10,8
1239,1986,HU DEV&FAM,ACES,12,0,12,9,3
1434,1987,HU DEV&FAM,ACES,13,0,13,7,6
1625,1988,HU DEV&FAM,ACES,16,2,14,9,7
1818,1989,HU DEV&FAM,ACES,19,2,17,12,7
2012,1990,HU DEV&FAM,ACES,16,3,13,11,5
2207,1991,HU DEV&FAM,ACES,24,1,23,14,10
2396,1992,HU DEV&FAM,ACES,23,1,22,9,14
2585,1993,HU DEV&FAM,ACES,27,6,21,11,16
2774,1994,HU DEV&FAM,ACES,31,4,27,12,19
2966,1995,HU DEV&FAM,ACES,34,5,29,16,18
3157,1996,HU DEV&FAM,ACES,32,8,24,17,15
3356,1997,HU DEV&FAM,ACES,28,6,22,14,14
3560,1998,HU DEV&FAM,ACES,12,2,10,4,8
3761,1999,HU DEV&FAM,ACES,7,2,5,3,4
3956,2000,HU DEV&FAM,ACES,5,1,4,2,3
4143,2001,HU DEV&FAM,ACES,3,0,3,0,3
4326,2002,HU DEV&FAM,ACES,2,0,2,0,2
91,1980,Horticulture,ACES,31,6,9,17,14
276,1981,Horticulture,ACES,33,23,16,26,14
463,1982,Horticulture,ACES,42,23,19,23,19
654,1983,Horticulture,ACES,32,18,9,23,20
849,1984,Horticulture,ACES,33,20,6,18,18
1045,1985,Horticulture,ACES,40,9,7,18,22
1241,1986,Horticulture,ACES,40,5,5,9,26
1436,1987,Horticulture,ACES,42,5,6,13,29
1627,1988,Horticulture,ACES,49,5,5,19,30
1820,1989,Horticulture,ACES,40,8,9,17,3
2014,1990,Horticulture,ACES,43,5,6,14,29
2209,1991,Horticulture,ACES,39,24,7,9,30
2398,1992,Horticulture,ACES,42,8,7,14,32
2587,1993,Horticulture,ACES,53,7,8,18,35
2776,1994,Horticulture,ACES,44,28,9,23,28
2968,1995,Horticulture,ACES,46,6,16,20,27
3159,1996,Horticulture,ACES,71,46,6,9,34
3358,1997,Horticulture,ACES,99,60,39,6,46
3562,1998,Horticulture,ACES,18,11,7,8,10
3763,1999,Horticulture,ACES,9,7,2,3,6
3958,2000,Horticulture,ACES,6,3,3,3,3
4145,2001,Horticulture,ACES,4,2,2,2,2
4328,2002,Horticulture,ACES,2,1,1,1,2
4509,2003,Horticulture,ACES,2,2,1,2,2
4685,2004,Horticulture,ACES,63,5,22,62,1
4855,2005,Horticulture,ACES,54,4,20,6,1
5028,2006,Horticulture,ACES,64,40,24,63,1
5203,2007,Horticulture,ACES,55,34,21,53,2
5384,2008,Horticulture,ACES,51,33,3,50,1
5574,2009,Horticulture,ACES,47,33,2,47,0
5773,2010,Horticulture,ACES,34,25,9,5,2
5977,2011,Horticulture,ACES,16,6,6,8,1
6188,2012,Horticulture,ACES,19,3,7,7,1
6395,2013,Horticulture,ACES,18,8,4,5,2
6604,2014,Horticulture,ACES,23,4,3,6,3
6811,2015,Horticulture,ACES,19,5,4,5,4
7018,2016,Horticulture,ACES,5,2,3,3,2
7226,2017,Horticulture,ACES,2,1,2,2,0
7439,2018,Horticulture,ACES,2,1,1,0,2
3563,1998,Human & Community Development,ACES,11,2,9,9,2
3764,1999,Human & Community Development,ACES,20,2,18,14,6
3959,2000,Human & Community Development,ACES,23,6,17,12,11
4146,2001,Human & Community Development,ACES,25,4,21,10,15
4329,2002,Human & Community Development,ACES,28,5,23,13,15
4510,2003,Human & Community Development,ACES,26,3,23,9,17
4686,2004,Human & Community Development,ACES,21,4,5,4,3
4856,2005,Human & Community Development,ACES,22,4,7,5,2
5029,2006,Human & Community Development,ACES,20,4,6,4,4
5204,2007,Human & Community Development,ACES,22,4,3,5,2
5385,2008,Human & Community Development,ACES,25,4,3,8,17
5575,2009,Human & Community Development,ACES,24,4,3,8,2
5774,2010,Human & Community Development,ACES,22,4,5,6,6
5978,2011,Human & Community Development,ACES,19,4,5,6,6
6189,2012,Human & Community Development,ACES,14,3,7,4,7
6396,2013,Human & Community Development,ACES,12,4,8,3,9
6605,2014,Human & Community Development,ACES,23,5,2,7,16
6812,2015,Human & Community Development,ACES,28,4,3,9,19
7019,2016,Human & Community Development,ACES,7,2,5,0,7
7227,2017,Human & Community Development,ACES,1,0,1,0,1
7440,2018,Human & Community Development,ACES,1,0,1,0,1
4687,2004,Human Development & Family St,ACES,133,6,56,60,3
4857,2005,Human Development & Family St,ACES,148,8,59,67,3
5030,2006,Human Development & Family St,ACES,142,8,68,80,4
5205,2007,Human Development & Family St,ACES,122,8,62,69,6
5386,2008,Human Development & Family St,ACES,154,6,54,56,6
5576,2009,Human Development & Family St,ACES,136,4,67,68,7
5775,2010,Human Development & Family St,ACES,149,9,54,60,9
5979,2011,Human Development & Family St,ACES,147,9,63,63,8
6190,2012,Human Development & Family St,ACES,158,6,60,65,10
6397,2013,Human Development & Family St,ACES,167,8,52,59,12
6606,2014,Human Development & Family St,ACES,147,3,37,39,11
6813,2015,Human Development & Family St,ACES,150,7,41,47,11
7020,2016,Human Development & Family St,ACES,142,5,44,49,7
7228,2017,Human Development & Family St,ACES,167,3,54,55,7
7441,2018,Human Development & Family St,ACES,179,5,51,53,4
7021,2016,Human Dvlpmt & Family Studies,ACES,25,3,22,8,17
7229,2017,Human Dvlpmt & Family Studies,ACES,24,2,22,6,18
7442,2018,Human Dvlpmt & Family Studies,ACES,24,1,23,4,20
92,1980,INST MGMT,ACES,8,1,7,8,0
277,1981,INST MGMT,ACES,8,1,7,8,0
464,1982,INST MGMT,ACES,8,0,8,8,0
655,1983,INST MGMT,ACES,9,1,8,9,0
850,1984,INST MGMT,ACES,7,2,5,7,0
1046,1985,INST MGMT,ACES,9,3,6,9,0
1242,1986,INST MGMT,ACES,5,1,4,5,0
1437,1987,INST MGMT,ACES,7,1,6,7,0
1628,1988,INST MGMT,ACES,4,1,3,4,0
1821,1989,INST MGMT,ACES,1,0,1,1,0
93,1980,INT DSGN,ACES,140,9,131,140,0
278,1981,INT DSGN,ACES,168,9,159,164,4
465,1982,INT DSGN,ACES,172,10,162,167,5
656,1983,INT DSGN,ACES,163,9,154,161,2
851,1984,INT DSGN,ACES,148,4,144,143,5
1047,1985,INT DSGN,ACES,143,10,133,136,7
1243,1986,INT DSGN,ACES,131,8,123,129,2
1438,1987,INT DSGN,ACES,114,7,107,109,5
1629,1988,INT DSGN,ACES,101,6,95,94,7
1822,1989,INT DSGN,ACES,89,3,86,87,2
2015,1990,INT DSGN,ACES,62,3,59,59,3
2210,1991,INT DSGN,ACES,22,1,21,21,1
2399,1992,INT DSGN,ACES,11,0,11,11,0
2588,1993,INT DSGN,ACES,4,0,4,4,0
2777,1994,INT DSGN,ACES,1,0,1,1,0
3565,1998,INTRSRCCNSECON,ACES,2,1,1,1,1
3961,2000,INTRSRCCNSECON,ACES,1,0,1,0,1
3360,1997,IRCE-CONS EC&F,ACES,32,18,14,32,0
3566,1998,IRCE-CONS EC&F,ACES,50,35,15,50,0
3766,1999,IRCE-CONS EC&F,ACES,77,47,30,76,1
3962,2000,IRCE-CONS EC&F,ACES,76,51,25,73,3
4148,2001,IRCE-CONS EC&F,ACES,90,59,31,88,2
4331,2002,IRCE-CONS EC&F,ACES,89,48,41,88,1
4512,2003,IRCE-CONS EC&F,ACES,87,54,33,85,2
3361,1997,IRCE-E&NR MGMT,ACES,4,2,2,4,0
3567,1998,IRCE-E&NR MGMT,ACES,6,4,2,6,0
3767,1999,IRCE-E&NR MGMT,ACES,4,3,1,4,0
3963,2000,IRCE-E&NR MGMT,ACES,8,4,4,8,0
4149,2001,IRCE-E&NR MGMT,ACES,6,2,4,6,0
4332,2002,IRCE-E&NR MGMT,ACES,6,4,2,6,0
4513,2003,IRCE-E&NR MGMT,ACES,2,2,0,2,0
3362,1997,IRCE-INDCURRIC,ACES,11,7,4,10,1
3568,1998,IRCE-INDCURRIC,ACES,9,7,2,8,1
3768,1999,IRCE-INDCURRIC,ACES,6,6,0,6,0
3964,2000,IRCE-INDCURRIC,ACES,8,7,1,8,0
4150,2001,IRCE-INDCURRIC,ACES,7,4,3,7,0
4333,2002,IRCE-INDCURRIC,ACES,10,5,5,9,1
4514,2003,IRCE-INDCURRIC,ACES,9,6,3,8,1
3363,1997,"IRCE-POL,TRD,DV",ACES,10,6,4,10,0
3569,1998,"IRCE-POL,TRD,DV",ACES,25,12,13,25,0
3769,1999,"IRCE-POL,TRD,DV",ACES,26,13,13,26,0
3965,2000,"IRCE-POL,TRD,DV",ACES,42,20,22,41,1
4151,2001,"IRCE-POL,TRD,DV",ACES,36,17,19,36,0
4334,2002,"IRCE-POL,TRD,DV",ACES,33,22,11,31,2
4515,2003,"IRCE-POL,TRD,DV",ACES,37,21,16,35,2
94,1980,Industrial Agriculture,ACES,70,57,13,70,0
279,1981,Industrial Agriculture,ACES,73,57,16,73,0
466,1982,Industrial Agriculture,ACES,56,43,13,55,1
657,1983,Industrial Agriculture,ACES,61,50,11,61,0
852,1984,Industrial Agriculture,ACES,79,63,16,78,1
1048,1985,Industrial Agriculture,ACES,86,66,20,86,0
1244,1986,Industrial Agriculture,ACES,89,69,20,88,1
1439,1987,Industrial Agriculture,ACES,91,71,20,88,3
1630,1988,Industrial Agriculture,ACES,91,68,23,89,2
1823,1989,Industrial Agriculture,ACES,42,33,9,41,1
2016,1990,Industrial Agriculture,ACES,13,9,4,13,0
2211,1991,Industrial Agriculture,ACES,4,3,1,4,0
2400,1992,Industrial Agriculture,ACES,1,0,1,1,0
4698,2004,"Intl, Resource, Consumer Econ ",ACES,101,68,33,8,2
4868,2005,"Intl, Resource, Consumer Econ ",ACES,104,7,9,52,1
5042,2006,"Intl, Resource, Consumer Econ ",ACES,68,44,8,68,1
5217,2007,"Intl, Resource, Consumer Econ ",ACES,27,3,8,7,1
5398,2008,"Intl, Resource, Consumer Econ ",ACES,8,6,3,8,1
5588,2009,"Intl, Resource, Consumer Econ ",ACES,1,1,0,1,0
109,1980,MKT TEXT&A,ACES,103,2,101,102,1
294,1981,MKT TEXT&A,ACES,98,2,96,98,0
480,1982,MKT TEXT&A,ACES,125,1,124,124,1
672,1983,MKT TEXT&A,ACES,141,4,137,140,1
867,1984,MKT TEXT&A,ACES,165,5,160,164,1
1063,1985,MKT TEXT&A,ACES,192,5,187,188,4
1259,1986,MKT TEXT&A,ACES,160,3,157,154,6
1454,1987,MKT TEXT&A,ACES,127,4,123,122,5
1646,1988,MKT TEXT&A,ACES,117,2,115,112,5
1839,1989,MKT TEXT&A,ACES,117,5,112,112,5
2032,1990,MKT TEXT&A,ACES,114,8,106,112,2
2226,1991,MKT TEXT&A,ACES,101,2,99,100,1
2415,1992,MKT TEXT&A,ACES,102,8,94,100,2
2602,1993,MKT TEXT&A,ACES,103,2,101,100,3
2791,1994,MKT TEXT&A,ACES,77,4,73,73,4
2983,1995,MKT TEXT&A,ACES,72,4,68,71,1
3174,1996,MKT TEXT&A,ACES,78,6,72,76,2
3379,1997,MKT TEXT&A,ACES,22,0,22,20,2
3585,1998,MKT TEXT&A,ACES,7,0,7,7,0
116,1980,Mechanical Agriculture,ACES,48,48,0,47,1
301,1981,Mechanical Agriculture,ACES,48,48,0,48,0
488,1982,Mechanical Agriculture,ACES,36,36,0,36,0
680,1983,Mechanical Agriculture,ACES,37,37,0,37,0
874,1984,Mechanical Agriculture,ACES,33,33,0,33,0
1070,1985,Mechanical Agriculture,ACES,33,33,0,33,0
1265,1986,Mechanical Agriculture,ACES,23,23,0,23,0
1460,1987,Mechanical Agriculture,ACES,23,23,0,23,0
1653,1988,Mechanical Agriculture,ACES,23,23,0,23,0
1847,1989,Mechanical Agriculture,ACES,29,29,0,29,0
2040,1990,Mechanical Agriculture,ACES,45,45,0,44,1
2234,1991,Mechanical Agriculture,ACES,63,63,0,61,2
2423,1992,Mechanical Agriculture,ACES,77,76,1,75,2
2610,1993,Mechanical Agriculture,ACES,67,67,0,65,2
2800,1994,Mechanical Agriculture,ACES,74,74,0,73,1
2992,1995,Mechanical Agriculture,ACES,63,63,0,63,0
3183,1996,Mechanical Agriculture,ACES,68,68,0,68,0
3388,1997,Mechanical Agriculture,ACES,29,29,0,29,0
3594,1998,Mechanical Agriculture,ACES,11,11,0,11,0
3792,1999,Mechanical Agriculture,ACES,1,1,0,1,0
3396,1997,NRES - SOILS,ACES,1,0,1,1,0
3602,1998,NRES - SOILS,ACES,5,2,3,5,0
3800,1999,NRES - SOILS,ACES,3,1,2,3,0
3995,2000,NRES - SOILS,ACES,3,1,2,3,0
3397,1997,NRES-BIOL SCI,ACES,30,12,18,28,2
3603,1998,NRES-BIOL SCI,ACES,117,54,63,114,3
3801,1999,NRES-BIOL SCI,ACES,137,64,73,132,5
3996,2000,NRES-BIOL SCI,ACES,91,44,47,88,3
4180,2001,NRES-BIOL SCI,ACES,59,29,30,55,4
4365,2002,NRES-BIOL SCI,ACES,68,37,4,65,3
4544,2003,NRES-BIOL SCI,ACES,53,31,22,52,1
3997,2000,NRES-ENV S W,ACES,8,6,2,8,0
4181,2001,NRES-ENV S W,ACES,11,7,4,10,1
4366,2002,NRES-ENV S W,ACES,27,15,12,24,3
4545,2003,NRES-ENV S W,ACES,14,6,8,10,4
3998,2000,NRES-F & W CONS,ACES,8,8,0,8,0
4182,2001,NRES-F & W CONS,ACES,26,17,9,25,1
4367,2002,NRES-F & W CONS,ACES,41,28,13,41,0
4546,2003,NRES-F & W CONS,ACES,35,22,13,35,0
3398,1997,NRES-SOC SCI,ACES,9,6,3,8,1
3604,1998,NRES-SOC SCI,ACES,36,16,20,34,2
3802,1999,NRES-SOC SCI,ACES,49,24,25,48,1
3999,2000,NRES-SOC SCI,ACES,43,7,26,43,0
4183,2001,NRES-SOC SCI,ACES,52,25,27,50,2
4368,2002,NRES-SOC SCI,ACES,56,5,4,9,2
4547,2003,NRES-SOC SCI,ACES,33,17,5,6,2
3605,1998,Natural Res & Env Sciences,ACES,2,1,1,1,1
3803,1999,Natural Res & Env Sciences,ACES,3,2,1,1,2
4369,2002,Natural Res & Env Sciences,ACES,3,2,1,3,0
4548,2003,Natural Res & Env Sciences,ACES,67,42,25,63,4
4722,2004,Natural Res & Env Sciences,ACES,63,5,34,5,31
4892,2005,Natural Res & Env Sciences,ACES,56,3,31,5,29
5066,2006,Natural Res & Env Sciences,ACES,59,25,34,4,29
5244,2007,Natural Res & Env Sciences,ACES,52,27,25,3,23
5425,2008,Natural Res & Env Sciences,ACES,54,29,25,32,22
5616,2009,Natural Res & Env Sciences,ACES,53,31,22,27,26
5814,2010,Natural Res & Env Sciences,ACES,45,26,9,9,27
6020,2011,Natural Res & Env Sciences,ACES,47,24,9,15,32
6230,2012,Natural Res & Env Sciences,ACES,51,34,7,6,34
6437,2013,Natural Res & Env Sciences,ACES,48,34,8,20,28
6645,2014,Natural Res & Env Sciences,ACES,51,33,18,9,23
6852,2015,Natural Res & Env Sciences,ACES,55,31,24,6,29
7061,2016,Natural Res & Env Sciences,ACES,47,20,29,9,26
7271,2017,Natural Res & Env Sciences,ACES,46,25,29,15,31
7486,2018,Natural Res & Env Sciences,ACES,47,24,25,16,31
3606,1998,Natural Resrcs & Environ Sci,ACES,98,60,38,59,39
3804,1999,Natural Resrcs & Environ Sci,ACES,112,69,43,60,52
4000,2000,Natural Resrcs & Environ Sci,ACES,108,65,43,56,52
4184,2001,Natural Resrcs & Environ Sci,ACES,133,74,59,70,63
4370,2002,Natural Resrcs & Environ Sci,ACES,143,78,65,77,66
4549,2003,Natural Resrcs & Environ Sci,ACES,137,81,56,68,69
4723,2004,Natural Resrcs & Environ Sci,ACES,63,5,5,9,2
4893,2005,Natural Resrcs & Environ Sci,ACES,73,7,6,72,2
5067,2006,Natural Resrcs & Environ Sci,ACES,80,6,6,80,3
5245,2007,Natural Resrcs & Environ Sci,ACES,82,5,6,9,2
5426,2008,Natural Resrcs & Environ Sci,ACES,60,5,6,9,2
5617,2009,Natural Resrcs & Environ Sci,ACES,58,9,31,56,5
5815,2010,Natural Resrcs & Environ Sci,ACES,42,9,7,9,8
6021,2011,Natural Resrcs & Environ Sci,ACES,77,9,9,66,7
6231,2012,Natural Resrcs & Environ Sci,ACES,77,43,5,64,9
6438,2013,Natural Resrcs & Environ Sci,ACES,80,40,42,68,7
6646,2014,Natural Resrcs & Environ Sci,ACES,78,9,43,62,5
6853,2015,Natural Resrcs & Environ Sci,ACES,74,42,40,55,9
7062,2016,Natural Resrcs & Environ Sci,ACES,80,33,47,62,8
7272,2017,Natural Resrcs & Environ Sci,ACES,80,6,50,61,5
7487,2018,Natural Resrcs & Environ Sci,ACES,68,4,38,57,8
124,1980,Nutritional Sciences,ACES,30,11,19,18,12
310,1981,Nutritional Sciences,ACES,43,14,29,28,15
497,1982,Nutritional Sciences,ACES,40,14,26,28,12
689,1983,Nutritional Sciences,ACES,41,12,29,29,12
884,1984,Nutritional Sciences,ACES,37,11,26,25,12
1080,1985,Nutritional Sciences,ACES,38,13,25,24,14
1275,1986,Nutritional Sciences,ACES,39,15,24,19,20
1471,1987,Nutritional Sciences,ACES,44,17,27,18,26
1664,1988,Nutritional Sciences,ACES,41,9,32,17,24
1858,1989,Nutritional Sciences,ACES,38,10,28,13,25
2051,1990,Nutritional Sciences,ACES,38,14,24,17,21
2244,1991,Nutritional Sciences,ACES,41,17,24,20,21
2435,1992,Nutritional Sciences,ACES,34,14,20,18,16
2622,1993,Nutritional Sciences,ACES,43,16,27,13,30
2811,1994,Nutritional Sciences,ACES,53,19,34,16,37
3004,1995,Nutritional Sciences,ACES,43,15,28,18,25
3195,1996,Nutritional Sciences,ACES,47,18,29,19,28
3403,1997,Nutritional Sciences,ACES,37,13,24,11,26
3611,1998,Nutritional Sciences,ACES,44,14,30,17,27
3809,1999,Nutritional Sciences,ACES,39,13,26,19,20
4005,2000,Nutritional Sciences,ACES,35,13,22,15,20
4189,2001,Nutritional Sciences,ACES,34,10,24,15,19
4375,2002,Nutritional Sciences,ACES,35,8,27,18,17
4554,2003,Nutritional Sciences,ACES,44,9,35,18,26
4729,2004,Nutritional Sciences,ACES,33,9,24,13,20
4899,2005,Nutritional Sciences,ACES,28,8,23,15,18
5073,2006,Nutritional Sciences,ACES,35,4,24,16,23
5251,2007,Nutritional Sciences,ACES,33,4,23,16,22
5433,2008,Nutritional Sciences,ACES,36,4,26,13,23
5625,2009,Nutritional Sciences,ACES,36,9,27,6,23
5823,2010,Nutritional Sciences,ACES,32,9,23,12,22
6029,2011,Nutritional Sciences,ACES,27,8,21,10,17
